mag_diff_1,mag_diff_2,mag_diff_3,diff_1,diff_2,diff_3,Var3_1,Var3_2,Var3_3,Var4
0.02325449,0.031943516,0,0,5.546875,6.328125,0.033258673,0.041947699,0.010004183,3
0.059701446,0.049799187,0,0,10.625,8.515625,0.070222958,0.060320699,0.010521512,4
0.081214032,0.038739282,0,0,8.046875,4.296875,0.100548066,0.058073315,0.019334033,5
0.057494871,0.052408545,0,0,12.421875,4.921875,0.068416718,0.063330393,0.010921847,6
0.026620967,0.126698525,0,18.59375,0,5.546875,0.06728704,0.167364598,0.040666073,1
0.052147902,0.143975651,0,4.296875,0,9.6875,0.073821059,0.165648807,0.021673156,2
0.046772988,0.044271661,0,0,11.484375,14.453125,0.065200521,0.062699194,0.018427533,3
0.046376684,0.035535643,0,0,4.53125,8.203125,0.055746607,0.044905565,0.009369922,4
0.065512886,0.041679378,0,0,4.296875,4.53125,0.080192435,0.056358926,0.014679549,5
0.075592652,0.061495342,0,0,8.59375,3.59375,0.088173857,0.074076547,0.012581205,6
0.01266386,0.073810084,0,17.265625,0,2.734375,0.03248188,0.093628104,0.01981802,1
0.034386823,0.098415451,0,0,0.859375,4.453125,0.049197385,0.113226013,0.014810562,2
0.055489266,0.047929278,0,0,15,14.21875,0.075559608,0.06799962,0.020070342,3
0.061490045,0.048311779,0,0,10.46875,8.28125,0.07751663,0.064338365,0.016026585,4
0.108610762,0.051019358,0,0,6.796875,4.21875,0.130548154,0.072956751,0.021937393,5
